t              pw-with-periodic.fdtd_before_Ex_3_3_1.dat       incid
   0.68251528283214125E-008  -0.358584695E-008   0.000000000E+000
   0.68405594938480974E-008  -0.111130216E-008   0.000000000E+000
   0.68559661593747823E-008   0.211721285E-008   0.000000000E+000
   0.68713728249014672E-008   0.352385987E-008   0.000000000E+000
   0.68867794904281521E-008   0.203880601E-008   0.000000000E+000
   0.69021861559548370E-008  -0.109104681E-008   0.000000000E+000
   0.69175928214815219E-008  -0.334629036E-008   0.000000000E+000
   0.69329994870082068E-008  -0.296177882E-008   0.000000000E+000
   0.69484061525348917E-008  -0.306481507E-009   0.000000000E+000
   0.69638128180615766E-008   0.246084353E-008   0.000000000E+000
   0.69792194835882615E-008   0.314534665E-008   0.000000000E+000
   0.69946261491149464E-008   0.125560162E-008   0.000000000E+000
   0.70100328146416313E-008  -0.164866054E-008   0.000000000E+000
   0.70254394801683162E-008  -0.324210614E-008   0.000000000E+000
   0.70408461456950011E-008  -0.229446928E-008   0.000000000E+000
   0.70562528112216860E-008   0.381611409E-009   0.000000000E+000
   0.70716594767483709E-008   0.262414401E-008   0.000000000E+000
   0.70870661422750558E-008   0.266729794E-008   0.000000000E+000
   0.71024728078017407E-008   0.530530953E-009   0.000000000E+000
   0.71178794733284256E-008  -0.204036676E-008   0.000000000E+000
   0.71332861388551105E-008  -0.299829139E-008   0.000000000E+000
   0.71486928043817954E-008  -0.162377112E-008   0.000000000E+000
   0.71640994699084803E-008   0.937491196E-009   0.000000000E+000
   0.71795061354351652E-008   0.262766853E-008   0.000000000E+000
   0.71949128009618502E-008   0.212914730E-008   0.000000000E+000
   0.72103194664885351E-008  -0.109790177E-009   0.000000000E+000
   0.72257261320152200E-008  -0.227313901E-008   0.000000000E+000
   0.72411327975419049E-008  -0.264906541E-008   0.000000000E+000
   0.72565394630685898E-008  -0.983378712E-009   0.000000000E+000
   0.72719461285952747E-008   0.135466527E-008   0.000000000E+000
   0.72873527941219596E-008   0.249660648E-008   0.000000000E+000
   0.73027594596486445E-008   0.156703983E-008   0.000000000E+000
   0.73181661251753294E-008  -0.647160325E-009   0.000000000E+000
   0.73335727907020143E-008  -0.236070097E-008   0.000000000E+000
   0.73489794562286992E-008  -0.222842789E-008   0.000000000E+000
   0.73643861217553841E-008  -0.400141364E-009   0.000000000E+000
   0.73797927872820690E-008   0.163452907E-008   0.000000000E+000
   0.73951994528087539E-008   0.225880292E-008   0.000000000E+000
   0.74106061183354388E-008   0.101256847E-008   0.000000000E+000
   0.74260127838621237E-008  -0.107135634E-008   0.000000000E+000
   0.74414194493888086E-008  -0.232177566E-008   0.000000000E+000
   0.74568261149154935E-008  -0.176851067E-008   0.000000000E+000
   0.74722327804421784E-008   0.106180176E-009   0.000000000E+000
   0.74876394459688633E-008   0.178504467E-008   0.000000000E+000
   0.75030461114955482E-008   0.194296090E-008   0.000000000E+000
   0.75184527770222331E-008   0.491934715E-009   0.000000000E+000
   0.75338594425489180E-008  -0.137937128E-008   0.000000000E+000
   0.75492661080756029E-008  -0.217836615E-008   0.000000000E+000
   0.75646727736022878E-008  -0.129828759E-008   0.000000000E+000
   0.75800794391289728E-008   0.522762500E-009   0.000000000E+000
   0.75954861046556577E-008   0.181930260E-008   0.000000000E+000
   0.76108927701823426E-008   0.157708213E-008   0.000000000E+000
   0.76262994357090275E-008   0.255064858E-010   0.000000000E+000
   0.76417061012357124E-008  -0.157441959E-008   0.000000000E+000
   0.76571127667623973E-008  -0.195414773E-008   0.000000000E+000
   0.76725194322890822E-008  -0.842641512E-009   0.000000000E+000
   0.76879260978157671E-008   0.843255465E-009   0.000000000E+000
   0.77033327633424520E-008   0.175406334E-008   0.000000000E+000
   0.77187394288691369E-008   0.118719790E-008   0.000000000E+000
   0.77341460943958218E-008  -0.372260889E-009   0.000000000E+000
   0.77495527599225067E-008  -0.166478964E-008   0.000000000E+000
   0.77649594254491916E-008  -0.167303238E-008   0.000000000E+000
   0.77803660909758765E-008  -0.421784607E-009   0.000000000E+000
   0.77957727565025614E-008   0.106706755E-008   0.000000000E+000
   0.78111794220292463E-008   0.160834590E-008   0.000000000E+000
   0.78265860875559312E-008   0.796393229E-009   0.000000000E+000
   0.78419927530826161E-008  -0.692602142E-009   0.000000000E+000
   0.78573994186093010E-008  -0.166263048E-008   0.000000000E+000
   0.78728060841359859E-008  -0.135794920E-008   0.000000000E+000
   0.78882127496626708E-008  -0.510004261E-010   0.000000000E+000
   0.79036194151893557E-008   0.119848043E-008   0.000000000E+000
   0.79190260807160406E-008   0.140212852E-008   0.000000000E+000
   0.79344327462427255E-008   0.424134172E-009   0.000000000E+000
   0.79498394117694104E-008  -0.931971056E-009   0.000000000E+000
   0.79652460772960954E-008  -0.158273661E-008   0.000000000E+000
   0.79806527428227803E-008  -0.102986730E-008   0.000000000E+000
   0.79960594083494652E-008   0.259328226E-009   0.000000000E+000
   0.80114660738761501E-008   0.124566457E-008   0.000000000E+000
   0.80268727394028350E-008   0.115521004E-008   0.000000000E+000
   0.80422794049295199E-008   0.858810800E-010   0.000000000E+000
   0.80576860704562048E-008  -0.109138654E-008   0.000000000E+000
   0.80730927359828897E-008  -0.144139678E-008   0.000000000E+000
   0.80884994015095746E-008  -0.707069292E-009   0.000000000E+000
   0.81039060670362595E-008   0.503456610E-009   0.000000000E+000
   0.81193127325629444E-008   0.121965771E-008   0.000000000E+000
   0.81347193980896293E-008   0.886257845E-009   0.000000000E+000
   0.81501260636163142E-008  -0.207042272E-009   0.000000000E+000
   0.81655327291429991E-008  -0.117565924E-008   0.000000000E+000
   0.81809393946696840E-008  -0.125535193E-008   0.000000000E+000
   0.81963460601963689E-008  -0.404673961E-009   0.000000000E+000
   0.82117527257230538E-008   0.679824530E-009   0.000000000E+000
   0.82271593912497387E-008   0.113336374E-008   0.000000000E+000
   0.82425660567764236E-008   0.612065787E-009   0.000000000E+000
   0.82579727223031085E-008  -0.447350434E-009   0.000000000E+000
   0.82733793878297934E-008  -0.119255161E-008   0.000000000E+000
   0.82887860533564783E-008  -0.104089670E-008   0.000000000E+000
   0.83041927188831632E-008  -0.134392941E-009   0.000000000E+000
   0.83195993844098481E-008   0.790468635E-009   0.000000000E+000
   0.83350060499365330E-008   0.100061859E-008   0.000000000E+000
   0.83504127154632179E-008   0.347020634E-009   0.000000000E+000
   0.83658193809899029E-008  -0.631515285E-009   0.000000000E+000
   0.83812260465165878E-008  -0.115192444E-008   0.000000000E+000
   0.83966327120432727E-008  -0.813142997E-009   0.000000000E+000
   0.84120393775699576E-008   0.955097113E-010   0.000000000E+000
   0.84274460430966425E-008   0.840352066E-009   0.000000000E+000
   0.84428527086233274E-008   0.835358727E-009   0.000000000E+000
   0.84582593741500123E-008   0.102774289E-009   0.000000000E+000
   0.84736660396766972E-008  -0.759343810E-009   0.000000000E+000
   0.84890727052033821E-008  -0.106491616E-008   0.000000000E+000
   0.85044793707300670E-008  -0.585460624E-009   0.000000000E+000
   0.85198860362567519E-008   0.280078460E-009   0.000000000E+000
   0.85352927017834368E-008   0.836654301E-009   0.000000000E+000
   0.85506993673101217E-008   0.650915655E-009   0.000000000E+000
   0.85661060328368066E-008  -0.111900378E-009   0.000000000E+000
   0.85815126983634915E-008  -0.833459912E-009   0.000000000E+000
   0.85969193638901764E-008  -0.943191525E-009   0.000000000E+000
   0.86123260294168613E-008  -0.369095254E-009   0.000000000E+000
   0.86277326949435462E-008   0.417384016E-009   0.000000000E+000
   0.86431393604702311E-008   0.788062782E-009   0.000000000E+000
   0.86585460259969160E-008   0.459452615E-009   0.000000000E+000
   0.86739526915236009E-008  -0.291084240E-009   0.000000000E+000
   0.86893593570502858E-008  -0.858724980E-009   0.000000000E+000
   0.87047660225769707E-008  -0.798278443E-009   0.000000000E+000
   0.87201726881036556E-008  -0.172946435E-009   0.000000000E+000
   0.87355793536303405E-008   0.508141307E-009   0.000000000E+000
   0.87509860191570255E-008   0.704106551E-009   0.000000000E+000
   0.87663926846837104E-008   0.271549505E-009   0.000000000E+000
   0.87817993502103953E-008  -0.431552960E-009   0.000000000E+000
   0.87972060157370802E-008  -0.841645087E-009   0.000000000E+000
   0.88126126812637651E-008  -0.641022457E-009   0.000000000E+000
   0.88280193467904500E-008  -0.350247609E-011   0.000000000E+000
   0.88434260123171349E-008   0.555252233E-009   0.000000000E+000
   0.88588326778438198E-008   0.594549798E-009   0.000000000E+000
   0.88742393433705047E-008   0.959308744E-010   0.000000000E+000
   0.88896460088971896E-008  -0.532507261E-009   0.000000000E+000
   0.89050526744238745E-008  -0.789786014E-009   0.000000000E+000
   0.89204593399505594E-008  -0.481156892E-009   0.000000000E+000
   0.89358660054772443E-008   0.135098988E-009   0.000000000E+000
   0.89512726710039292E-008   0.563316283E-009   0.000000000E+000
   0.89666793365306141E-008   0.468872441E-009   0.000000000E+000
   0.89820860020572990E-008  -0.606713568E-010   0.000000000E+000
   0.89974926675839839E-008  -0.595228866E-009   0.000000000E+000
   0.90128993331106688E-008  -0.711232295E-009   0.000000000E+000
   0.90283059986373537E-008  -0.326999344E-009   0.000000000E+000
   0.90437126641640386E-008   0.240901715E-009   0.000000000E+000
   0.90591193296907235E-008   0.538132761E-009   0.000000000E+000
   0.90745259952174084E-008   0.335846462E-009   0.000000000E+000
   0.90899326607440933E-008  -0.193534133E-009   0.000000000E+000
   0.91053393262707782E-008  -0.622686236E-009   0.000000000E+000
   0.91207459917974631E-008  -0.614105156E-009   0.000000000E+000
   0.91361526573241481E-008  -0.185264970E-009   0.000000000E+000
   0.91515593228508330E-008   0.313881587E-009   0.000000000E+000
   0.91669659883775179E-008   0.486224672E-009   0.000000000E+000
   0.91823726539042028E-008   0.203215139E-009   0.000000000E+000
   0.91977793194308877E-008  -0.299856778E-009   0.000000000E+000
   0.92131859849575726E-008  -0.619119256E-009   0.000000000E+000
   0.92285926504842575E-008  -0.506154285E-009   0.000000000E+000
   0.92439993160109424E-008  -0.609886031E-010   0.000000000E+000
   0.92594059815376273E-008   0.355640684E-009   0.000000000E+000
   0.92748126470643122E-008   0.414400070E-009   0.000000000E+000
   0.92902193125909971E-008   0.774725006E-010   0.000000000E+000
   0.93056259781176820E-008  -0.378596432E-009   0.000000000E+000
   0.93210326436443669E-008  -0.589629345E-009   0.000000000E+000
   0.93364393091710518E-008  -0.394434763E-009   0.000000000E+000
   0.93518459746977367E-008   0.424572599E-010   0.000000000E+000
   0.93672526402244216E-008   0.369070968E-009   0.000000000E+000
   0.93826593057511065E-008   0.329371697E-009   0.000000000E+000
   0.93980659712777914E-008  -0.362584407E-010   0.000000000E+000
   0.94134726368044763E-008  -0.430238761E-009   0.000000000E+000
   0.94288793023311612E-008  -0.539789491E-009   0.000000000E+000
   0.94442859678578461E-008  -0.285068330E-009   0.000000000E+000
   0.94596926333845310E-008   0.123264537E-009   0.000000000E+000
   0.94750992989112159E-008   0.358004765E-009   0.000000000E+000
   0.94905059644379008E-008   0.237438846E-009   0.000000000E+000
   0.95059126299645857E-008  -0.134261713E-009   0.000000000E+000
   0.95213192954912707E-008  -0.456531896E-009   0.000000000E+000
   0.95367259610179556E-008  -0.475293638E-009   0.000000000E+000
   0.95521326265446405E-008  -0.183087739E-009   0.000000000E+000
   0.95675392920713254E-008   0.181032439E-009   0.000000000E+000
   0.95829459575980103E-008   0.326877969E-009   0.000000000E+000
   0.95983526231246952E-008   0.144242396E-009   0.000000000E+000
   0.96137592886513801E-008  -0.214189055E-009   0.000000000E+000
   0.96291659541780650E-008  -0.460199961E-009   0.000000000E+000
   0.96445726197047499E-008  -0.401656763E-009   0.000000000E+000
   0.96599792852314348E-008  -0.923623400E-010   0.000000000E+000
   0.96753859507581197E-008   0.216562213E-009   0.000000000E+000
   0.96907926162848046E-008   0.280413748E-009   0.000000000E+000
   0.97061992818114895E-008   0.545903184E-010   0.000000000E+000
   0.97216059473381744E-008  -0.274958445E-009   0.000000000E+000
   0.97370126128648593E-008  -0.444653203E-009   0.000000000E+000
   0.97524192783915442E-008  -0.323970628E-009   0.000000000E+000
   0.97678259439182291E-008  -0.155909730E-010   0.000000000E+000
   0.97832326094449140E-008   0.231627162E-009   0.000000000E+000
   0.97986392749715989E-008   0.223343705E-009   0.000000000E+000
   0.98140459404982838E-008  -0.276477452E-010   0.000000000E+000
   0.98294526060249687E-008  -0.316606491E-009   0.000000000E+000
   0.98448592715516536E-008  -0.413710122E-009   0.000000000E+000
   0.98602659370783385E-008  -0.246718257E-009   0.000000000E+000
   0.98756726026050234E-008   0.456463201E-010   0.000000000E+000
   0.98910792681317083E-008   0.228731409E-009   0.000000000E+000
   0.99064859336583933E-008   0.160173014E-009   0.000000000E+000
   0.99218925991850782E-008  -0.995830918E-010   0.000000000E+000
   0.99372992647117631E-008  -0.340109718E-009   0.000000000E+000
   0.99527059302384480E-008  -0.371344594E-009   0.000000000E+000
   0.99681125957651329E-008  -0.173650039E-009   0.000000000E+000
   0.99835192612918178E-008   0.907879882E-010   0.000000000E+000
   0.99989259268185027E-008   0.210869072E-009   0.000000000E+000
   0.10014332592345188E-007   0.949928955E-010   0.000000000E+000
   0.10029739257871872E-007  -0.159294938E-009   0.000000000E+000
   0.10045145923398557E-007  -0.347186419E-009   0.000000000E+000
   0.10060552588925242E-007  -0.321464244E-009   0.000000000E+000
   0.10075959254451927E-007  -0.107714213E-009   0.000000000E+000
   0.10091365919978612E-007   0.120157148E-009   0.000000000E+000
   0.10106772585505297E-007   0.181298934E-009   0.000000000E+000
   0.10122179251031982E-007   0.313448711E-010   0.000000000E+000
   0.10137585916558667E-007  -0.205771344E-009   0.000000000E+000
   0.10152992582085352E-007  -0.340094036E-009   0.000000000E+000
   0.10168399247612037E-007  -0.267727784E-009   0.000000000E+000
   0.10183805913138722E-007  -0.510382708E-010   0.000000000E+000
   0.10199212578665406E-007   0.134805472E-009   0.000000000E+000
   0.10214619244192091E-007   0.143341172E-009   0.000000000E+000
   0.10230025909718776E-007  -0.278679718E-010   0.000000000E+000
   0.10245432575245461E-007  -0.238815911E-009   0.000000000E+000
   0.10260839240772146E-007  -0.321432631E-009   0.000000000E+000
   0.10276245906298831E-007  -0.213404072E-009   0.000000000E+000
   0.10291652571825516E-007  -0.495417596E-011   0.000000000E+000
   0.10307059237352201E-007   0.136345754E-009   0.000000000E+000
   0.10322465902878886E-007   0.100203942E-009   0.000000000E+000
   0.10337872568405571E-007  -0.804222244E-010   0.000000000E+000
   0.10353279233932255E-007  -0.258927102E-009   0.000000000E+000
   0.10368685899458940E-007  -0.293961189E-009   0.000000000E+000
   0.10384092564985625E-007  -0.161271899E-009   0.000000000E+000
   0.10399499230512310E-007   0.299411329E-010   0.000000000E+000
   0.10414905896038995E-007   0.126782584E-009   0.000000000E+000
   0.10430312561565680E-007   0.548421031E-010   0.000000000E+000
   0.10445719227092365E-007  -0.124776509E-009   0.000000000E+000
   0.10461125892619050E-007  -0.267163458E-009   0.000000000E+000
   0.10476532558145735E-007  -0.260436145E-009   0.000000000E+000
   0.10491939223672420E-007  -0.113560578E-009   0.000000000E+000
   0.10507345889199105E-007   0.536985872E-010   0.000000000E+000
   0.10522752554725789E-007   0.108351189E-009   0.000000000E+000
   0.10538159220252474E-007   0.985118931E-011   0.000000000E+000
   0.10553565885779159E-007  -0.160039912E-009   0.000000000E+000
   0.10568972551305844E-007  -0.265002964E-009   0.000000000E+000
   0.10584379216832529E-007  -0.223475960E-009   0.000000000E+000
   0.10599785882359214E-007  -0.719272142E-010   0.000000000E+000
   0.10615192547885899E-007   0.669116151E-010   0.000000000E+000
   0.10630599213412584E-007   0.833704633E-010   0.000000000E+000
   0.10646005878939269E-007  -0.326034616E-010   0.000000000E+000
   0.10661412544465954E-007  -0.185912202E-009   0.000000000E+000
   0.10676819209992638E-007  -0.254202825E-009   0.000000000E+000
   0.10692225875519323E-007  -0.185453125E-009   0.000000000E+000
   0.10707632541046008E-007  -0.374651560E-010   0.000000000E+000
   0.10723039206572693E-007   0.706009071E-010   0.000000000E+000
   0.10738445872099378E-007   0.541151152E-010   0.000000000E+000
   0.10753852537626063E-007  -0.708255260E-010   0.000000000E+000
   0.10769259203152748E-007  -0.202604988E-009   0.000000000E+000
   0.10784665868679433E-007  -0.236668407E-009   0.000000000E+000
   0.10800072534206118E-007  -0.148416113E-009   0.000000000E+000
   0.10815479199732803E-007  -0.107398257E-010   0.000000000E+000
   0.10830885865259487E-007   0.660957886E-010   0.000000000E+000
   0.10846292530786172E-007   0.227099624E-010   0.000000000E+000
   0.10861699196312857E-007  -0.103597284E-009   0.000000000E+000
   0.10877105861839542E-007  -0.210750140E-009   0.000000000E+000
   0.10892512527366227E-007  -0.214335494E-009   0.000000000E+000
   0.10907919192892912E-007  -0.114039340E-009   0.000000000E+000
   0.10923325858419597E-007   0.815577467E-011   0.000000000E+000
   0.10938732523946282E-007   0.549198291E-010   0.000000000E+000
   0.10954139189472967E-007  -0.895112109E-011   0.000000000E+000
   0.10969545854999652E-007  -0.130163741E-009   0.000000000E+000
   0.10984952520526337E-007  -0.211301837E-009   0.000000000E+000
   0.11000359186053021E-007  -0.189069940E-009   0.000000000E+000
   0.11015765851579706E-007  -0.836001546E-010   0.000000000E+000
   0.11031172517106391E-007   0.195302524E-010   0.000000000E+000
   0.11046579182633076E-007   0.386844237E-010   0.000000000E+000
   0.11061985848159761E-007  -0.392622254E-010   0.000000000E+000
   0.11077392513686446E-007  -0.150196522E-009   0.000000000E+000
   0.11092799179213131E-007  -0.205438125E-009   0.000000000E+000
   0.11108205844739816E-007  -0.162586264E-009   0.000000000E+000
   0.11123612510266501E-007  -0.579782680E-010   0.000000000E+000
   0.11139019175793186E-007   0.240151996E-010   0.000000000E+000
   0.11154425841319870E-007   0.189952550E-010   0.000000000E+000
   0.11169832506846555E-007  -0.669392528E-010   0.000000000E+000
   0.11185239172373240E-007  -0.163742436E-009   0.000000000E+000
   0.11200645837899925E-007  -0.194467303E-009   0.000000000E+000
   0.11216052503426610E-007  -0.136387110E-009   0.000000000E+000
   0.11231459168953295E-007  -0.376756543E-010   0.000000000E+000
   0.11246865834479980E-007   0.224825436E-010   0.000000000E+000
   0.11262272500006665E-007  -0.262600705E-011   0.000000000E+000
   0.11277679165533350E-007  -0.910320569E-010   0.000000000E+000
   0.11293085831060035E-007  -0.171161557E-009   0.000000000E+000
   0.11308492496586720E-007  -0.179742457E-009   0.000000000E+000
   0.11323899162113404E-007  -0.111722583E-009   0.000000000E+000
   0.11339305827640089E-007  -0.228516858E-010   0.000000000E+000
   0.11354712493166774E-007   0.159633001E-010   0.000000000E+000
   0.11370119158693459E-007  -0.248037077E-010   0.000000000E+000
   0.11385525824220144E-007  -0.110918386E-009   0.000000000E+000
   0.11400932489746829E-007  -0.173059622E-009   0.000000000E+000
   0.11416339155273514E-007  -0.162587471E-009   0.000000000E+000
   0.11431745820800199E-007  -0.895684638E-010   0.000000000E+000
   0.11447152486326884E-007  -0.133695902E-010   0.000000000E+000
   0.11462559151853569E-007   0.557125526E-011   0.000000000E+000
   0.11477965817380253E-007  -0.463531921E-010   0.000000000E+000
   0.11493372482906938E-007  -0.126282929E-009   0.000000000E+000
   0.11508779148433623E-007  -0.170219172E-009   0.000000000E+000
   0.11524185813960308E-007  -0.144236095E-009   0.000000000E+000
   0.11539592479486993E-007  -0.706213768E-010   0.000000000E+000
   0.11554999145013678E-007  -0.885009427E-011   0.000000000E+000
   0.11570405810540363E-007  -0.756501372E-011   0.000000000E+000
   0.11585812476067048E-007  -0.663087918E-010   0.000000000E+000
   0.11601219141593733E-007  -0.137083872E-009   0.000000000E+000
   0.11616625807120418E-007  -0.163532868E-009   0.000000000E+000
   0.11632032472647102E-007  -0.125785576E-009   0.000000000E+000
   0.11647439138173787E-007  -0.553090143E-010   0.000000000E+000
   0.11662845803700472E-007  -0.872891689E-011   0.000000000E+000
   0.11678252469227157E-007  -0.223604850E-010   0.000000000E+000
   0.11693659134753842E-007  -0.839369685E-010   0.000000000E+000
   0.11709065800280527E-007  -0.143511633E-009   0.000000000E+000
   0.11724472465807212E-007  -0.153941720E-009   0.000000000E+000
   0.11739879131333897E-007  -0.108163783E-009   0.000000000E+000
   0.11755285796860582E-007  -0.438114059E-010   0.000000000E+000
   0.11770692462387267E-007  -0.123138652E-010   0.000000000E+000
   0.11786099127913952E-007  -0.378203198E-010   0.000000000E+000
   0.11801505793440636E-007  -0.987356585E-010   0.000000000E+000
   0.11816912458967321E-007  -0.145942647E-009   0.000000000E+000
   0.11832319124494006E-007  -0.142380982E-009   0.000000000E+000
   0.11847725790020691E-007  -0.921103055E-010   0.000000000E+000
   0.11863132455547376E-007  -0.360914007E-010   0.000000000E+000
   0.11878539121074061E-007  -0.188394075E-010   0.000000000E+000
   0.11893945786600746E-007  -0.530747946E-010   0.000000000E+000
   0.11909352452127431E-007  -0.110422463E-009   0.000000000E+000
   0.11924759117654116E-007  -0.144891182E-009   0.000000000E+000
   0.11940165783180801E-007  -0.129734876E-009   0.000000000E+000
   0.11955572448707485E-007  -0.781698872E-010   0.000000000E+000
   0.11970979114234170E-007  -0.319310411E-010   0.000000000E+000
   0.11986385779760855E-007  -0.275161647E-010   0.000000000E+000
   0.12001792445287540E-007  -0.674023407E-010   0.000000000E+000
   0.12017199110814225E-007  -0.118913518E-009   0.000000000E+000
   0.12032605776340910E-007  -0.140961992E-009   0.000000000E+000
   0.12048012441867595E-007  -0.116800847E-009   0.000000000E+000
   0.12063419107394280E-007  -0.666962319E-010   0.000000000E+000
   0.12078825772920965E-007  -0.309708995E-010   0.000000000E+000
   0.12094232438447650E-007  -0.375736595E-010   0.000000000E+000
   0.12109639103974335E-007  -0.802417716E-010   0.000000000E+000
   0.12125045769501019E-007  -0.124296365E-009   0.000000000E+000
   0.12140452435027704E-007  -0.134806125E-009   0.000000000E+000
   0.12155859100554389E-007  -0.104264014E-009   0.000000000E+000
   0.12171265766081074E-007  -0.578650079E-010   0.000000000E+000
   0.12186672431607759E-007  -0.327504759E-010   0.000000000E+000
   0.12202079097134444E-007  -0.482955481E-010   0.000000000E+000
   0.12217485762661129E-007  -0.911946005E-010   0.000000000E+000
   0.12232892428187814E-007  -0.126798308E-009   0.000000000E+000
   0.12248299093714499E-007  -0.127081415E-009   0.000000000E+000
   0.12263705759241184E-007  -0.926811683E-010   0.000000000E+000
   0.12279112424767868E-007  -0.516933926E-010   0.000000000E+000
   0.12294519090294553E-007  -0.367468972E-010   0.000000000E+000
   0.12309925755821238E-007  -0.590462540E-010   0.000000000E+000
   0.12325332421347923E-007  -0.100018757E-009   0.000000000E+000
   0.12340739086874608E-007  -0.126752914E-009   0.000000000E+000
   0.12356145752401293E-007  -0.118418747E-009   0.000000000E+000
   0.12371552417927978E-007  -0.824734725E-010   0.000000000E+000
   0.12386959083454663E-007  -0.480643025E-010   0.000000000E+000
   0.12402365748981348E-007  -0.424107277E-010   0.000000000E+000
   0.12417772414508033E-007  -0.692898100E-010   0.000000000E+000
   0.12433179080034718E-007  -0.106615994E-009   0.000000000E+000
   0.12448585745561402E-007  -0.124566829E-009   0.000000000E+000
   0.12463992411088087E-007  -0.109395271E-009   0.000000000E+000
   0.12479399076614772E-007  -0.739272393E-010   0.000000000E+000
   0.12494805742141457E-007  -0.467534900E-010   0.000000000E+000
   0.12510212407668142E-007  -0.491971915E-010   0.000000000E+000
   0.12525619073194827E-007  -0.786001958E-010   0.000000000E+000
   0.12541025738721512E-007  -0.111013587E-009   0.000000000E+000
   0.12556432404248197E-007  -0.120687932E-009   0.000000000E+000
   0.12571839069774882E-007  -0.100514395E-009   0.000000000E+000
   0.12587245735301567E-007  -0.672013001E-010   0.000000000E+000
   0.12602652400828251E-007  -0.474578328E-010   0.000000000E+000
   0.12618059066354936E-007  -0.565926542E-010   0.000000000E+000
   0.12633465731881621E-007  -0.866653208E-010   0.000000000E+000
   0.12648872397408306E-007  -0.113343328E-009   0.000000000E+000
   0.12664279062934991E-007  -0.115576701E-009   0.000000000E+000
   0.12679685728461676E-007  -0.921925175E-010   0.000000000E+000
   0.12695092393988361E-007  -0.623392102E-010   0.000000000E+000
   0.12710499059515046E-007  -0.498226217E-010   0.000000000E+000
   0.12725905725041731E-007  -0.641348155E-010   0.000000000E+000
   0.12741312390568416E-007  -0.932841165E-010   0.000000000E+000
   0.12756719056095100E-007  -0.113818253E-009   0.000000000E+000
   0.12772125721621785E-007  -0.109681403E-009   0.000000000E+000
   0.12787532387148470E-007  -0.847522816E-010   0.000000000E+000
   0.12802939052675155E-007  -0.592854307E-010   0.000000000E+000
   0.12818345718201840E-007  -0.534673313E-010   0.000000000E+000
   0.12833752383728525E-007  -0.714274959E-010   0.000000000E+000
   0.12849159049255210E-007  -0.983589529E-010   0.000000000E+000
   0.12864565714781895E-007  -0.112709342E-009   0.000000000E+000
   0.12879972380308580E-007  -0.103417983E-009   0.000000000E+000
   0.12895379045835265E-007  -0.784215887E-010   0.000000000E+000
   0.12910785711361950E-007  -0.579039178E-010   0.000000000E+000
   0.12926192376888634E-007  -0.580086361E-010   0.000000000E+000
   0.12941599042415319E-007  -0.781497991E-010   0.000000000E+000
   0.12957005707942004E-007  -0.101884043E-009   0.000000000E+000
   0.12972412373468689E-007  -0.110322834E-009   0.000000000E+000
   0.12987819038995374E-007  -0.971545275E-010   0.000000000E+000
   0.13003225704522059E-007  -0.733373015E-010   0.000000000E+000
   0.13018632370048744E-007  -0.579975235E-010   0.000000000E+000
   0.13034039035575429E-007  -0.630797012E-010   0.000000000E+000
   0.13049445701102114E-007  -0.840599187E-010   0.000000000E+000
   0.13064852366628799E-007  -0.103931100E-009   0.000000000E+000
   0.13080259032155483E-007  -0.106979495E-009   0.000000000E+000
   0.13095665697682168E-007  -0.912006651E-010   0.000000000E+000
   0.13111072363208853E-007  -0.695528912E-010   0.000000000E+000
   0.13126479028735538E-007  -0.593274388E-010   0.000000000E+000
   0.13141885694262223E-007  -0.683457180E-010   0.000000000E+000
   0.13157292359788908E-007  -0.889945964E-010   0.000000000E+000
   0.13172699025315593E-007  -0.104633552E-009   0.000000000E+000
   0.13188105690842278E-007  -0.102996507E-009   0.000000000E+000
   0.13203512356368963E-007  -0.858016089E-010   0.000000000E+000
   0.13218919021895648E-007  -0.670491301E-010   0.000000000E+000
   0.13234325687422333E-007  -0.616316928E-010   0.000000000E+000
   0.13249732352949017E-007  -0.735154160E-010   0.000000000E+000
   0.13265139018475702E-007  -0.928647159E-010   0.000000000E+000
   0.13280545684002387E-007  -0.104170110E-009   0.000000000E+000
   0.13295952349529072E-007  -0.986723134E-010   0.000000000E+000
   0.13311359015055757E-007  -0.811362019E-010   0.000000000E+000
   0.13326765680582442E-007  -0.657464916E-010   0.000000000E+000
   0.13342172346109127E-007  -0.646416670E-010   0.000000000E+000
   0.13357579011635812E-007  -0.783484944E-010   0.000000000E+000
   0.13372985677162497E-007  -0.956479410E-010   0.000000000E+000
   0.13388392342689182E-007  -0.102748768E-009   0.000000000E+000
   0.13403799008215866E-007  -0.942748657E-010   0.000000000E+000
   0.13419205673742551E-007  -0.773186445E-010   0.000000000E+000
   0.13434612339269236E-007  -0.655187293E-010   0.000000000E+000
   0.13450019004795921E-007  -0.680965631E-010   0.000000000E+000
   0.13465425670322606E-007  -0.826594487E-010   0.000000000E+000
   0.13480832335849291E-007  -0.973791880E-010   0.000000000E+000
   0.13496239001375976E-007  -0.100591833E-009   0.000000000E+000
   0.13511645666902661E-007  -0.900331754E-010   0.000000000E+000
   0.13527052332429346E-007  -0.744030670E-010   0.000000000E+000
   0.13542458997956031E-007  -0.662064709E-010   0.000000000E+000
   0.13557865663482715E-007  -0.717549423E-010   0.000000000E+000
   0.13573272329009400E-007  -0.863180569E-010   0.000000000E+000
   0.13588678994536085E-007  -0.981398851E-010   0.000000000E+000
