t              shieldingEffectiveness.fdtd_front_Ex_1_1_1.dat       incid
   0.11990237446142527E-007   0.120140694E+000   0.000000000E+000
   0.11994089112524198E-007   0.120140374E+000   0.000000000E+000
   0.11997940778905869E-007   0.120139733E+000   0.000000000E+000
   0.12001792445287540E-007   0.120140143E+000   0.000000000E+000
   0.12005644111669211E-007   0.120141305E+000   0.000000000E+000
   0.12009495778050883E-007   0.120141178E+000   0.000000000E+000
   0.12013347444432554E-007   0.120139681E+000   0.000000000E+000
   0.12017199110814225E-007   0.120139219E+000   0.000000000E+000
   0.12021050777195896E-007   0.120140523E+000   0.000000000E+000
   0.12024902443577568E-007   0.120141447E+000   0.000000000E+000
   0.12028754109959239E-007   0.120140783E+000   0.000000000E+000
   0.12032605776340910E-007   0.120139949E+000   0.000000000E+000
   0.12036457442722581E-007   0.120140120E+000   0.000000000E+000
   0.12040309109104252E-007   0.120140485E+000   0.000000000E+000
   0.12044160775485924E-007   0.120140307E+000   0.000000000E+000
   0.12048012441867595E-007   0.120140284E+000   0.000000000E+000
   0.12051864108249266E-007   0.120140739E+000   0.000000000E+000
   0.12055715774630937E-007   0.120140903E+000   0.000000000E+000
   0.12059567441012609E-007   0.120140463E+000   0.000000000E+000
   0.12063419107394280E-007   0.120140024E+000   0.000000000E+000
   0.12067270773775951E-007   0.120140001E+000   0.000000000E+000
   0.12071122440157622E-007   0.120140351E+000   0.000000000E+000
   0.12074974106539293E-007   0.120140925E+000   0.000000000E+000
   0.12078825772920965E-007   0.120141201E+000   0.000000000E+000
   0.12082677439302636E-007   0.120140687E+000   0.000000000E+000
   0.12086529105684307E-007   0.120139889E+000   0.000000000E+000
   0.12090380772065978E-007   0.120139852E+000   0.000000000E+000
   0.12094232438447650E-007   0.120140597E+000   0.000000000E+000
   0.12098084104829321E-007   0.120141171E+000   0.000000000E+000
   0.12101935771210992E-007   0.120140962E+000   0.000000000E+000
   0.12105787437592663E-007   0.120140441E+000   0.000000000E+000
   0.12109639103974335E-007   0.120140173E+000   0.000000000E+000
   0.12113490770356006E-007   0.120140292E+000   0.000000000E+000
   0.12117342436737677E-007   0.120140612E+000   0.000000000E+000
   0.12121194103119348E-007   0.120140843E+000   0.000000000E+000
   0.12125045769501019E-007   0.120140716E+000   0.000000000E+000
   0.12128897435882691E-007   0.120140389E+000   0.000000000E+000
   0.12132749102264362E-007   0.120140500E+000   0.000000000E+000
   0.12136600768646033E-007   0.120140880E+000   0.000000000E+000
   0.12140452435027704E-007   0.120140642E+000   0.000000000E+000
   0.12144304101409376E-007   0.120139919E+000   0.000000000E+000
   0.12148155767791047E-007   0.120140128E+000   0.000000000E+000
   0.12152007434172718E-007   0.120141372E+000   0.000000000E+000
   0.12155859100554389E-007   0.120141692E+000   0.000000000E+000
   0.12159710766936060E-007   0.120140418E+000   0.000000000E+000
   0.12163562433317732E-007   0.120139524E+000   0.000000000E+000
   0.12167414099699403E-007   0.120140225E+000   0.000000000E+000
   0.12171265766081074E-007   0.120141074E+000   0.000000000E+000
   0.12175117432462745E-007   0.120140955E+000   0.000000000E+000
   0.12178969098844417E-007   0.120140783E+000   0.000000000E+000
   0.12182820765226088E-007   0.120141067E+000   0.000000000E+000
   0.12186672431607759E-007   0.120140672E+000   0.000000000E+000
   0.12190524097989430E-007   0.120139636E+000   0.000000000E+000
   0.12194375764371101E-007   0.120139807E+000   0.000000000E+000
   0.12198227430752773E-007   0.120141394E+000   0.000000000E+000
   0.12202079097134444E-007   0.120141990E+000   0.000000000E+000
   0.12205930763516115E-007   0.120140672E+000   0.000000000E+000
   0.12209782429897786E-007   0.120139651E+000   0.000000000E+000
   0.12213634096279458E-007   0.120140277E+000   0.000000000E+000
   0.12217485762661129E-007   0.120140977E+000   0.000000000E+000
   0.12221337429042800E-007   0.120140702E+000   0.000000000E+000
   0.12225189095424471E-007   0.120140642E+000   0.000000000E+000
   0.12229040761806143E-007   0.120141268E+000   0.000000000E+000
   0.12232892428187814E-007   0.120141231E+000   0.000000000E+000
   0.12236744094569485E-007   0.120140210E+000   0.000000000E+000
   0.12240595760951156E-007   0.120139763E+000   0.000000000E+000
   0.12244447427332827E-007   0.120140605E+000   0.000000000E+000
   0.12248299093714499E-007   0.120141454E+000   0.000000000E+000
   0.12252150760096170E-007   0.120141387E+000   0.000000000E+000
   0.12256002426477841E-007   0.120140918E+000   0.000000000E+000
   0.12259854092859512E-007   0.120140426E+000   0.000000000E+000
   0.12263705759241184E-007   0.120139949E+000   0.000000000E+000
   0.12267557425622855E-007   0.120140165E+000   0.000000000E+000
   0.12271409092004526E-007   0.120141394E+000   0.000000000E+000
   0.12275260758386197E-007   0.120142065E+000   0.000000000E+000
   0.12279112424767868E-007   0.120140940E+000   0.000000000E+000
   0.12282964091149540E-007   0.120139569E+000   0.000000000E+000
   0.12286815757531211E-007   0.120140046E+000   0.000000000E+000
   0.12290667423912882E-007   0.120141514E+000   0.000000000E+000
   0.12294519090294553E-007   0.120141611E+000   0.000000000E+000
   0.12298370756676225E-007   0.120140493E+000   0.000000000E+000
   0.12302222423057896E-007   0.120140322E+000   0.000000000E+000
   0.12306074089439567E-007   0.120141178E+000   0.000000000E+000
   0.12309925755821238E-007   0.120141275E+000   0.000000000E+000
   0.12313777422202909E-007   0.120140418E+000   0.000000000E+000
   0.12317629088584581E-007   0.120140277E+000   0.000000000E+000
   0.12321480754966252E-007   0.120141186E+000   0.000000000E+000
   0.12325332421347923E-007   0.120141536E+000   0.000000000E+000
   0.12329184087729594E-007   0.120140754E+000   0.000000000E+000
   0.12333035754111266E-007   0.120140374E+000   0.000000000E+000
   0.12336887420492937E-007   0.120141104E+000   0.000000000E+000
   0.12340739086874608E-007   0.120141432E+000   0.000000000E+000
   0.12344590753256279E-007   0.120140508E+000   0.000000000E+000
   0.12348442419637951E-007   0.120140031E+000   0.000000000E+000
   0.12352294086019622E-007   0.120141216E+000   0.000000000E+000
   0.12356145752401293E-007   0.120142296E+000   0.000000000E+000
   0.12359997418782964E-007   0.120141238E+000   0.000000000E+000
   0.12363849085164635E-007   0.120139457E+000   0.000000000E+000
   0.12367700751546307E-007   0.120139785E+000   0.000000000E+000
   0.12371552417927978E-007   0.120141841E+000   0.000000000E+000
   0.12375404084309649E-007   0.120142512E+000   0.000000000E+000
   0.12379255750691320E-007   0.120140865E+000   0.000000000E+000
   0.12383107417072992E-007   0.120139539E+000   0.000000000E+000
   0.12386959083454663E-007   0.120140448E+000   0.000000000E+000
   0.12390810749836334E-007   0.120141946E+000   0.000000000E+000
   0.12394662416218005E-007   0.120141737E+000   0.000000000E+000
   0.12398514082599676E-007   0.120140374E+000   0.000000000E+000
   0.12402365748981348E-007   0.120140195E+000   0.000000000E+000
   0.12406217415363019E-007   0.120141402E+000   0.000000000E+000
   0.12410069081744690E-007   0.120141983E+000   0.000000000E+000
   0.12413920748126361E-007   0.120140947E+000   0.000000000E+000
   0.12417772414508033E-007   0.120139904E+000   0.000000000E+000
   0.12421624080889704E-007   0.120140485E+000   0.000000000E+000
   0.12425475747271375E-007   0.120141909E+000   0.000000000E+000
   0.12429327413653046E-007   0.120142192E+000   0.000000000E+000
   0.12433179080034718E-007   0.120141014E+000   0.000000000E+000
   0.12437030746416389E-007   0.120139875E+000   0.000000000E+000
   0.12440882412798060E-007   0.120140217E+000   0.000000000E+000
   0.12444734079179731E-007   0.120141529E+000   0.000000000E+000
   0.12448585745561402E-007   0.120142080E+000   0.000000000E+000
   0.12452437411943074E-007   0.120141394E+000   0.000000000E+000
   0.12456289078324745E-007   0.120140620E+000   0.000000000E+000
   0.12460140744706416E-007   0.120140597E+000   0.000000000E+000
   0.12463992411088087E-007   0.120140933E+000   0.000000000E+000
   0.12467844077469759E-007   0.120141067E+000   0.000000000E+000
   0.12471695743851430E-007   0.120141238E+000   0.000000000E+000
   0.12475547410233101E-007   0.120141596E+000   0.000000000E+000
   0.12479399076614772E-007   0.120141499E+000   0.000000000E+000
   0.12483250742996443E-007   0.120140724E+000   0.000000000E+000
   0.12487102409378115E-007   0.120140284E+000   0.000000000E+000
   0.12490954075759786E-007   0.120140940E+000   0.000000000E+000
   0.12494805742141457E-007   0.120141812E+000   0.000000000E+000
   0.12498657408523128E-007   0.120141715E+000   0.000000000E+000
   0.12502509074904800E-007   0.120140910E+000   0.000000000E+000
   0.12506360741286471E-007   0.120140538E+000   0.000000000E+000
   0.12510212407668142E-007   0.120140962E+000   0.000000000E+000
   0.12514064074049813E-007   0.120141469E+000   0.000000000E+000
   0.12517915740431484E-007   0.120141454E+000   0.000000000E+000
   0.12521767406813156E-007   0.120141111E+000   0.000000000E+000
   0.12525619073194827E-007   0.120140895E+000   0.000000000E+000
   0.12529470739576498E-007   0.120141044E+000   0.000000000E+000
   0.12533322405958169E-007   0.120141447E+000   0.000000000E+000
   0.12537174072339841E-007   0.120141551E+000   0.000000000E+000
   0.12541025738721512E-007   0.120141029E+000   0.000000000E+000
   0.12544877405103183E-007   0.120140553E+000   0.000000000E+000
   0.12548729071484854E-007   0.120141007E+000   0.000000000E+000
   0.12552580737866526E-007   0.120141894E+000   0.000000000E+000
   0.12556432404248197E-007   0.120141849E+000   0.000000000E+000
   0.12560284070629868E-007   0.120140858E+000   0.000000000E+000
   0.12564135737011539E-007   0.120140404E+000   0.000000000E+000
   0.12567987403393210E-007   0.120141052E+000   0.000000000E+000
   0.12571839069774882E-007   0.120141722E+000   0.000000000E+000
   0.12575690736156553E-007   0.120141700E+000   0.000000000E+000
   0.12579542402538224E-007   0.120141372E+000   0.000000000E+000
   0.12583394068919895E-007   0.120141037E+000   0.000000000E+000
   0.12587245735301567E-007   0.120140731E+000   0.000000000E+000
   0.12591097401683238E-007   0.120140865E+000   0.000000000E+000
   0.12594949068064909E-007   0.120141640E+000   0.000000000E+000
   0.12598800734446580E-007   0.120142028E+000   0.000000000E+000
   0.12602652400828251E-007   0.120141231E+000   0.000000000E+000
   0.12606504067209923E-007   0.120140463E+000   0.000000000E+000
   0.12610355733591594E-007   0.120141074E+000   0.000000000E+000
   0.12614207399973265E-007   0.120142028E+000   0.000000000E+000
   0.12618059066354936E-007   0.120141618E+000   0.000000000E+000
   0.12621910732736608E-007   0.120140560E+000   0.000000000E+000
   0.12625762399118279E-007   0.120140783E+000   0.000000000E+000
   0.12629614065499950E-007   0.120142058E+000   0.000000000E+000
   0.12633465731881621E-007   0.120142229E+000   0.000000000E+000
   0.12637317398263292E-007   0.120141000E+000   0.000000000E+000
   0.12641169064644964E-007   0.120140284E+000   0.000000000E+000
   0.12645020731026635E-007   0.120141059E+000   0.000000000E+000
   0.12648872397408306E-007   0.120141998E+000   0.000000000E+000
   0.12652724063789977E-007   0.120141931E+000   0.000000000E+000
   0.12656575730171649E-007   0.120141372E+000   0.000000000E+000
   0.12660427396553320E-007   0.120141067E+000   0.000000000E+000
   0.12664279062934991E-007   0.120140933E+000   0.000000000E+000
   0.12668130729316662E-007   0.120140955E+000   0.000000000E+000
   0.12671982395698334E-007   0.120141491E+000   0.000000000E+000
   0.12675834062080005E-007   0.120142080E+000   0.000000000E+000
   0.12679685728461676E-007   0.120141841E+000   0.000000000E+000
   0.12683537394843347E-007   0.120141022E+000   0.000000000E+000
   0.12687389061225018E-007   0.120140746E+000   0.000000000E+000
   0.12691240727606690E-007   0.120141223E+000   0.000000000E+000
   0.12695092393988361E-007   0.120141685E+000   0.000000000E+000
   0.12698944060370032E-007   0.120141715E+000   0.000000000E+000
   0.12702795726751703E-007   0.120141566E+000   0.000000000E+000
   0.12706647393133375E-007   0.120141342E+000   0.000000000E+000
   0.12710499059515046E-007   0.120141178E+000   0.000000000E+000
   0.12714350725896717E-007   0.120141283E+000   0.000000000E+000
   0.12718202392278388E-007   0.120141558E+000   0.000000000E+000
   0.12722054058660059E-007   0.120141566E+000   0.000000000E+000
   0.12725905725041731E-007   0.120141305E+000   0.000000000E+000
   0.12729757391423402E-007   0.120141350E+000   0.000000000E+000
   0.12733609057805073E-007   0.120141774E+000   0.000000000E+000
   0.12737460724186744E-007   0.120141856E+000   0.000000000E+000
   0.12741312390568416E-007   0.120141208E+000   0.000000000E+000
   0.12745164056950087E-007   0.120140746E+000   0.000000000E+000
   0.12749015723331758E-007   0.120141260E+000   0.000000000E+000
   0.12752867389713429E-007   0.120142132E+000   0.000000000E+000
   0.12756719056095100E-007   0.120142274E+000   0.000000000E+000
   0.12760570722476772E-007   0.120141558E+000   0.000000000E+000
   0.12764422388858443E-007   0.120140783E+000   0.000000000E+000
   0.12768274055240114E-007   0.120140687E+000   0.000000000E+000
   0.12772125721621785E-007   0.120141417E+000   0.000000000E+000
   0.12775977388003457E-007   0.120142430E+000   0.000000000E+000
   0.12779829054385128E-007   0.120142587E+000   0.000000000E+000
   0.12783680720766799E-007   0.120141447E+000   0.000000000E+000
   0.12787532387148470E-007   0.120140277E+000   0.000000000E+000
   0.12791384053530142E-007   0.120140687E+000   0.000000000E+000
   0.12795235719911813E-007   0.120142154E+000   0.000000000E+000
   0.12799087386293484E-007   0.120142579E+000   0.000000000E+000
   0.12802939052675155E-007   0.120141551E+000   0.000000000E+000
   0.12806790719056826E-007   0.120140925E+000   0.000000000E+000
   0.12810642385438498E-007   0.120141529E+000   0.000000000E+000
   0.12814494051820169E-007   0.120141909E+000   0.000000000E+000
   0.12818345718201840E-007   0.120141260E+000   0.000000000E+000
   0.12822197384583511E-007   0.120140947E+000   0.000000000E+000
   0.12826049050965183E-007   0.120141789E+000   0.000000000E+000
   0.12829900717346854E-007   0.120142400E+000   0.000000000E+000
   0.12833752383728525E-007   0.120141760E+000   0.000000000E+000
   0.12837604050110196E-007   0.120140903E+000   0.000000000E+000
   0.12841455716491867E-007   0.120141007E+000   0.000000000E+000
   0.12845307382873539E-007   0.120141692E+000   0.000000000E+000
   0.12849159049255210E-007   0.120141909E+000   0.000000000E+000
   0.12853010715636881E-007   0.120141685E+000   0.000000000E+000
   0.12856862382018552E-007   0.120141611E+000   0.000000000E+000
   0.12860714048400224E-007   0.120141678E+000   0.000000000E+000
   0.12864565714781895E-007   0.120141506E+000   0.000000000E+000
   0.12868417381163566E-007   0.120141178E+000   0.000000000E+000
   0.12872269047545237E-007   0.120141171E+000   0.000000000E+000
   0.12876120713926908E-007   0.120141715E+000   0.000000000E+000
   0.12879972380308580E-007   0.120142333E+000   0.000000000E+000
