t              shieldingEffectiveness.fdtd_front_Ex_1_1_1.dat       incid
   0.10256987574390475E-007   0.120135807E+000   0.000000000E+000
   0.10260839240772146E-007   0.120136879E+000   0.000000000E+000
   0.10264690907153817E-007   0.120136328E+000   0.000000000E+000
   0.10268542573535488E-007   0.120135568E+000   0.000000000E+000
   0.10272394239917160E-007   0.120135933E+000   0.000000000E+000
   0.10276245906298831E-007   0.120136350E+000   0.000000000E+000
   0.10280097572680502E-007   0.120135792E+000   0.000000000E+000
   0.10283949239062173E-007   0.120135419E+000   0.000000000E+000
   0.10287800905443845E-007   0.120136179E+000   0.000000000E+000
   0.10291652571825516E-007   0.120136961E+000   0.000000000E+000
   0.10295504238207187E-007   0.120136522E+000   0.000000000E+000
   0.10299355904588858E-007   0.120135568E+000   0.000000000E+000
   0.10303207570970530E-007   0.120135345E+000   0.000000000E+000
   0.10307059237352201E-007   0.120135851E+000   0.000000000E+000
   0.10310910903733872E-007   0.120136522E+000   0.000000000E+000
   0.10314762570115543E-007   0.120137006E+000   0.000000000E+000
   0.10318614236497214E-007   0.120136775E+000   0.000000000E+000
   0.10322465902878886E-007   0.120135657E+000   0.000000000E+000
   0.10326317569260557E-007   0.120134890E+000   0.000000000E+000
   0.10330169235642228E-007   0.120135754E+000   0.000000000E+000
   0.10334020902023899E-007   0.120137274E+000   0.000000000E+000
   0.10337872568405571E-007   0.120137386E+000   0.000000000E+000
   0.10341724234787242E-007   0.120136067E+000   0.000000000E+000
   0.10345575901168913E-007   0.120135233E+000   0.000000000E+000
   0.10349427567550584E-007   0.120135754E+000   0.000000000E+000
   0.10353279233932255E-007   0.120136581E+000   0.000000000E+000
   0.10357130900313927E-007   0.120136797E+000   0.000000000E+000
   0.10360982566695598E-007   0.120136574E+000   0.000000000E+000
   0.10364834233077269E-007   0.120136313E+000   0.000000000E+000
   0.10368685899458940E-007   0.120136134E+000   0.000000000E+000
   0.10372537565840612E-007   0.120136157E+000   0.000000000E+000
   0.10376389232222283E-007   0.120136380E+000   0.000000000E+000
   0.10380240898603954E-007   0.120136477E+000   0.000000000E+000
   0.10384092564985625E-007   0.120136388E+000   0.000000000E+000
   0.10387944231367296E-007   0.120136507E+000   0.000000000E+000
   0.10391795897748968E-007   0.120136753E+000   0.000000000E+000
   0.10395647564130639E-007   0.120136522E+000   0.000000000E+000
   0.10399499230512310E-007   0.120135970E+000   0.000000000E+000
   0.10403350896893981E-007   0.120136045E+000   0.000000000E+000
   0.10407202563275653E-007   0.120136738E+000   0.000000000E+000
   0.10411054229657324E-007   0.120136999E+000   0.000000000E+000
   0.10414905896038995E-007   0.120136596E+000   0.000000000E+000
   0.10418757562420666E-007   0.120136380E+000   0.000000000E+000
   0.10422609228802338E-007   0.120136537E+000   0.000000000E+000
   0.10426460895184009E-007   0.120136417E+000   0.000000000E+000
   0.10430312561565680E-007   0.120136179E+000   0.000000000E+000
   0.10434164227947351E-007   0.120136552E+000   0.000000000E+000
   0.10438015894329022E-007   0.120137200E+000   0.000000000E+000
   0.10441867560710694E-007   0.120137155E+000   0.000000000E+000
   0.10445719227092365E-007   0.120136380E+000   0.000000000E+000
   0.10449570893474036E-007   0.120135948E+000   0.000000000E+000
   0.10453422559855707E-007   0.120136328E+000   0.000000000E+000
   0.10457274226237379E-007   0.120136969E+000   0.000000000E+000
   0.10461125892619050E-007   0.120137207E+000   0.000000000E+000
   0.10464977559000721E-007   0.120137043E+000   0.000000000E+000
   0.10468829225382392E-007   0.120136619E+000   0.000000000E+000
   0.10472680891764063E-007   0.120136216E+000   0.000000000E+000
   0.10476532558145735E-007   0.120136328E+000   0.000000000E+000
   0.10480384224527406E-007   0.120136850E+000   0.000000000E+000
   0.10484235890909077E-007   0.120137244E+000   0.000000000E+000
   0.10488087557290748E-007   0.120137155E+000   0.000000000E+000
   0.10491939223672420E-007   0.120136768E+000   0.000000000E+000
   0.10495790890054091E-007   0.120136470E+000   0.000000000E+000
   0.10499642556435762E-007   0.120136447E+000   0.000000000E+000
   0.10503494222817433E-007   0.120136783E+000   0.000000000E+000
   0.10507345889199105E-007   0.120137192E+000   0.000000000E+000
   0.10511197555580776E-007   0.120137230E+000   0.000000000E+000
   0.10515049221962447E-007   0.120136872E+000   0.000000000E+000
   0.10518900888344118E-007   0.120136671E+000   0.000000000E+000
   0.10522752554725789E-007   0.120136842E+000   0.000000000E+000
   0.10526604221107461E-007   0.120136954E+000   0.000000000E+000
   0.10530455887489132E-007   0.120136783E+000   0.000000000E+000
   0.10534307553870803E-007   0.120136805E+000   0.000000000E+000
   0.10538159220252474E-007   0.120137356E+000   0.000000000E+000
   0.10542010886634146E-007   0.120137624E+000   0.000000000E+000
   0.10545862553015817E-007   0.120136924E+000   0.000000000E+000
   0.10549714219397488E-007   0.120136052E+000   0.000000000E+000
   0.10553565885779159E-007   0.120136373E+000   0.000000000E+000
   0.10557417552160830E-007   0.120137580E+000   0.000000000E+000
   0.10561269218542502E-007   0.120138094E+000   0.000000000E+000
   0.10565120884924173E-007   0.120137379E+000   0.000000000E+000
   0.10568972551305844E-007   0.120136440E+000   0.000000000E+000
   0.10572824217687515E-007   0.120136194E+000   0.000000000E+000
   0.10576675884069187E-007   0.120136686E+000   0.000000000E+000
   0.10580527550450858E-007   0.120137595E+000   0.000000000E+000
   0.10584379216832529E-007   0.120138198E+000   0.000000000E+000
   0.10588230883214200E-007   0.120137513E+000   0.000000000E+000
   0.10592082549595871E-007   0.120136119E+000   0.000000000E+000
   0.10595934215977543E-007   0.120136000E+000   0.000000000E+000
   0.10599785882359214E-007   0.120137528E+000   0.000000000E+000
   0.10603637548740885E-007   0.120138399E+000   0.000000000E+000
   0.10607489215122556E-007   0.120137289E+000   0.000000000E+000
   0.10611340881504228E-007   0.120136201E+000   0.000000000E+000
   0.10615192547885899E-007   0.120137006E+000   0.000000000E+000
   0.10619044214267570E-007   0.120138153E+000   0.000000000E+000
   0.10622895880649241E-007   0.120137490E+000   0.000000000E+000
   0.10626747547030913E-007   0.120136134E+000   0.000000000E+000
   0.10630599213412584E-007   0.120136723E+000   0.000000000E+000
   0.10634450879794255E-007   0.120138407E+000   0.000000000E+000
   0.10638302546175926E-007   0.120138131E+000   0.000000000E+000
   0.10642154212557597E-007   0.120136313E+000   0.000000000E+000
   0.10646005878939269E-007   0.120136224E+000   0.000000000E+000
   0.10649857545320940E-007   0.120137975E+000   0.000000000E+000
   0.10653709211702611E-007   0.120138392E+000   0.000000000E+000
   0.10657560878084282E-007   0.120136835E+000   0.000000000E+000
   0.10661412544465954E-007   0.120136231E+000   0.000000000E+000
   0.10665264210847625E-007   0.120137624E+000   0.000000000E+000
   0.10669115877229296E-007   0.120138563E+000   0.000000000E+000
   0.10672967543610967E-007   0.120137542E+000   0.000000000E+000
   0.10676819209992638E-007   0.120136291E+000   0.000000000E+000
   0.10680670876374310E-007   0.120136634E+000   0.000000000E+000
   0.10684522542755981E-007   0.120137990E+000   0.000000000E+000
   0.10688374209137652E-007   0.120138638E+000   0.000000000E+000
   0.10692225875519323E-007   0.120137811E+000   0.000000000E+000
   0.10696077541900995E-007   0.120136388E+000   0.000000000E+000
   0.10699929208282666E-007   0.120136179E+000   0.000000000E+000
   0.10703780874664337E-007   0.120137818E+000   0.000000000E+000
   0.10707632541046008E-007   0.120139122E+000   0.000000000E+000
   0.10711484207427679E-007   0.120137952E+000   0.000000000E+000
   0.10715335873809351E-007   0.120136075E+000   0.000000000E+000
   0.10719187540191022E-007   0.120136760E+000   0.000000000E+000
   0.10723039206572693E-007   0.120138794E+000   0.000000000E+000
   0.10726890872954364E-007   0.120138325E+000   0.000000000E+000
   0.10730742539336036E-007   0.120136164E+000   0.000000000E+000
   0.10734594205717707E-007   0.120136589E+000   0.000000000E+000
   0.10738445872099378E-007   0.120139152E+000   0.000000000E+000
   0.10742297538481049E-007   0.120139077E+000   0.000000000E+000
   0.10746149204862721E-007   0.120136231E+000   0.000000000E+000
   0.10750000871244392E-007   0.120135598E+000   0.000000000E+000
   0.10753852537626063E-007   0.120138302E+000   0.000000000E+000
   0.10757704204007734E-007   0.120139636E+000   0.000000000E+000
   0.10761555870389405E-007   0.120137602E+000   0.000000000E+000
   0.10765407536771077E-007   0.120136186E+000   0.000000000E+000
   0.10769259203152748E-007   0.120137565E+000   0.000000000E+000
   0.10773110869534419E-007   0.120138563E+000   0.000000000E+000
   0.10776962535916090E-007   0.120137423E+000   0.000000000E+000
   0.10780814202297762E-007   0.120136902E+000   0.000000000E+000
   0.10784665868679433E-007   0.120138355E+000   0.000000000E+000
   0.10788517535061104E-007   0.120138794E+000   0.000000000E+000
   0.10792369201442775E-007   0.120137125E+000   0.000000000E+000
   0.10796220867824446E-007   0.120136455E+000   0.000000000E+000
   0.10800072534206118E-007   0.120138071E+000   0.000000000E+000
   0.10803924200587789E-007   0.120139003E+000   0.000000000E+000
   0.10807775866969460E-007   0.120137759E+000   0.000000000E+000
   0.10811627533351131E-007   0.120136887E+000   0.000000000E+000
   0.10815479199732803E-007   0.120137751E+000   0.000000000E+000
   0.10819330866114474E-007   0.120138377E+000   0.000000000E+000
   0.10823182532496145E-007   0.120137841E+000   0.000000000E+000
   0.10827034198877816E-007   0.120137587E+000   0.000000000E+000
   0.10830885865259487E-007   0.120137997E+000   0.000000000E+000
   0.10834737531641159E-007   0.120137915E+000   0.000000000E+000
   0.10838589198022830E-007   0.120137475E+000   0.000000000E+000
   0.10842440864404501E-007   0.120137848E+000   0.000000000E+000
   0.10846292530786172E-007   0.120138511E+000   0.000000000E+000
   0.10850144197167844E-007   0.120138042E+000   0.000000000E+000
   0.10853995863549515E-007   0.120137200E+000   0.000000000E+000
   0.10857847529931186E-007   0.120137572E+000   0.000000000E+000
   0.10861699196312857E-007   0.120138533E+000   0.000000000E+000
   0.10865550862694529E-007   0.120138407E+000   0.000000000E+000
   0.10869402529076200E-007   0.120137572E+000   0.000000000E+000
   0.10873254195457871E-007   0.120137520E+000   0.000000000E+000
   0.10877105861839542E-007   0.120138198E+000   0.000000000E+000
   0.10880957528221213E-007   0.120138273E+000   0.000000000E+000
   0.10884809194602885E-007   0.120137662E+000   0.000000000E+000
   0.10888660860984556E-007   0.120137647E+000   0.000000000E+000
   0.10892512527366227E-007   0.120138474E+000   0.000000000E+000
   0.10896364193747898E-007   0.120138749E+000   0.000000000E+000
   0.10900215860129570E-007   0.120137744E+000   0.000000000E+000
   0.10904067526511241E-007   0.120136842E+000   0.000000000E+000
   0.10907919192892912E-007   0.120137654E+000   0.000000000E+000
   0.10911770859274583E-007   0.120139338E+000   0.000000000E+000
   0.10915622525656254E-007   0.120139398E+000   0.000000000E+000
   0.10919474192037926E-007   0.120137528E+000   0.000000000E+000
   0.10923325858419597E-007   0.120136462E+000   0.000000000E+000
   0.10927177524801268E-007   0.120137870E+000   0.000000000E+000
   0.10931029191182939E-007   0.120139554E+000   0.000000000E+000
   0.10934880857564611E-007   0.120138936E+000   0.000000000E+000
   0.10938732523946282E-007   0.120137319E+000   0.000000000E+000
   0.10942584190327953E-007   0.120137431E+000   0.000000000E+000
   0.10946435856709624E-007   0.120138764E+000   0.000000000E+000
   0.10950287523091295E-007   0.120138764E+000   0.000000000E+000
   0.10954139189472967E-007   0.120137617E+000   0.000000000E+000
   0.10957990855854638E-007   0.120137602E+000   0.000000000E+000
   0.10961842522236309E-007   0.120138742E+000   0.000000000E+000
   0.10965694188617980E-007   0.120139018E+000   0.000000000E+000
   0.10969545854999652E-007   0.120138109E+000   0.000000000E+000
   0.10973397521381323E-007   0.120137595E+000   0.000000000E+000
   0.10977249187762994E-007   0.120138019E+000   0.000000000E+000
   0.10981100854144665E-007   0.120138541E+000   0.000000000E+000
   0.10984952520526337E-007   0.120138757E+000   0.000000000E+000
   0.10988804186908008E-007   0.120138660E+000   0.000000000E+000
   0.10992655853289679E-007   0.120138034E+000   0.000000000E+000
   0.10996507519671350E-007   0.120137595E+000   0.000000000E+000
   0.11000359186053021E-007   0.120138347E+000   0.000000000E+000
   0.11004210852434693E-007   0.120139316E+000   0.000000000E+000
   0.11008062518816364E-007   0.120138571E+000   0.000000000E+000
   0.11011914185198035E-007   0.120137215E+000   0.000000000E+000
   0.11015765851579706E-007   0.120137997E+000   0.000000000E+000
   0.11019617517961378E-007   0.120139934E+000   0.000000000E+000
   0.11023469184343049E-007   0.120139375E+000   0.000000000E+000
   0.11027320850724720E-007   0.120136797E+000   0.000000000E+000
   0.11031172517106391E-007   0.120136701E+000   0.000000000E+000
   0.11035024183488062E-007   0.120139644E+000   0.000000000E+000
   0.11038875849869734E-007   0.120140709E+000   0.000000000E+000
   0.11042727516251405E-007   0.120138168E+000   0.000000000E+000
   0.11046579182633076E-007   0.120136462E+000   0.000000000E+000
   0.11050430849014747E-007   0.120138243E+000   0.000000000E+000
   0.11054282515396419E-007   0.120140016E+000   0.000000000E+000
   0.11058134181778090E-007   0.120138891E+000   0.000000000E+000
   0.11061985848159761E-007   0.120137431E+000   0.000000000E+000
   0.11065837514541432E-007   0.120138362E+000   0.000000000E+000
   0.11069689180923103E-007   0.120139726E+000   0.000000000E+000
   0.11073540847304775E-007   0.120138884E+000   0.000000000E+000
   0.11077392513686446E-007   0.120137334E+000   0.000000000E+000
   0.11081244180068117E-007   0.120137706E+000   0.000000000E+000
   0.11085095846449788E-007   0.120139301E+000   0.000000000E+000
   0.11088947512831460E-007   0.120139793E+000   0.000000000E+000
   0.11092799179213131E-007   0.120138854E+000   0.000000000E+000
   0.11096650845594802E-007   0.120137833E+000   0.000000000E+000
   0.11100502511976473E-007   0.120137677E+000   0.000000000E+000
   0.11104354178358145E-007   0.120138474E+000   0.000000000E+000
   0.11108205844739816E-007   0.120139517E+000   0.000000000E+000
   0.11112057511121487E-007   0.120139562E+000   0.000000000E+000
   0.11115909177503158E-007   0.120138414E+000   0.000000000E+000
   0.11119760843884829E-007   0.120137684E+000   0.000000000E+000
   0.11123612510266501E-007   0.120138466E+000   0.000000000E+000
   0.11127464176648172E-007   0.120139368E+000   0.000000000E+000
   0.11131315843029843E-007   0.120138876E+000   0.000000000E+000
   0.11135167509411514E-007   0.120138116E+000   0.000000000E+000
   0.11139019175793186E-007   0.120138727E+000   0.000000000E+000
   0.11142870842174857E-007   0.120139636E+000   0.000000000E+000
   0.11146722508556528E-007   0.120138995E+000   0.000000000E+000
   0.11150574174938199E-007   0.120137744E+000   0.000000000E+000
   0.11154425841319870E-007   0.120138042E+000   0.000000000E+000
   0.11158277507701542E-007   0.120139368E+000   0.000000000E+000
   0.11162129174083213E-007   0.120139644E+000   0.000000000E+000
   0.11165980840464884E-007   0.120138809E+000   0.000000000E+000
   0.11169832506846555E-007   0.120138414E+000   0.000000000E+000
   0.11173684173228227E-007   0.120138630E+000   0.000000000E+000
   0.11177535839609898E-007   0.120138608E+000   0.000000000E+000
   0.11181387505991569E-007   0.120138615E+000   0.000000000E+000
   0.11185239172373240E-007   0.120139211E+000   0.000000000E+000
   0.11189090838754912E-007   0.120139502E+000   0.000000000E+000
   0.11192942505136583E-007   0.120138794E+000   0.000000000E+000
   0.11196794171518254E-007   0.120138198E+000   0.000000000E+000
   0.11200645837899925E-007   0.120138742E+000   0.000000000E+000
   0.11204497504281596E-007   0.120139390E+000   0.000000000E+000
   0.11208349170663268E-007   0.120139025E+000   0.000000000E+000
   0.11212200837044939E-007   0.120138496E+000   0.000000000E+000
   0.11216052503426610E-007   0.120138936E+000   0.000000000E+000
   0.11219904169808281E-007   0.120139509E+000   0.000000000E+000
   0.11223755836189953E-007   0.120139092E+000   0.000000000E+000
   0.11227607502571624E-007   0.120138302E+000   0.000000000E+000
   0.11231459168953295E-007   0.120138384E+000   0.000000000E+000
   0.11235310835334966E-007   0.120139293E+000   0.000000000E+000
   0.11239162501716637E-007   0.120139830E+000   0.000000000E+000
   0.11243014168098309E-007   0.120139405E+000   0.000000000E+000
   0.11246865834479980E-007   0.120138571E+000   0.000000000E+000
   0.11250717500861651E-007   0.120138213E+000   0.000000000E+000
   0.11254569167243322E-007   0.120138705E+000   0.000000000E+000
   0.11258420833624994E-007   0.120139629E+000   0.000000000E+000
   0.11262272500006665E-007   0.120139904E+000   0.000000000E+000
   0.11266124166388336E-007   0.120139100E+000   0.000000000E+000
   0.11269975832770007E-007   0.120138407E+000   0.000000000E+000
   0.11273827499151678E-007   0.120138735E+000   0.000000000E+000
   0.11277679165533350E-007   0.120139301E+000   0.000000000E+000
   0.11281530831915021E-007   0.120139264E+000   0.000000000E+000
   0.11285382498296692E-007   0.120139189E+000   0.000000000E+000
   0.11289234164678363E-007   0.120139517E+000   0.000000000E+000
   0.11293085831060035E-007   0.120139480E+000   0.000000000E+000
   0.11296937497441706E-007   0.120138668E+000   0.000000000E+000
   0.11300789163823377E-007   0.120138295E+000   0.000000000E+000
   0.11304640830205048E-007   0.120139226E+000   0.000000000E+000
   0.11308492496586720E-007   0.120140217E+000   0.000000000E+000
   0.11312344162968391E-007   0.120139837E+000   0.000000000E+000
   0.11316195829350062E-007   0.120138615E+000   0.000000000E+000
   0.11320047495731733E-007   0.120138235E+000   0.000000000E+000
   0.11323899162113404E-007   0.120139077E+000   0.000000000E+000
   0.11327750828495076E-007   0.120140038E+000   0.000000000E+000
   0.11331602494876747E-007   0.120139919E+000   0.000000000E+000
   0.11335454161258418E-007   0.120138854E+000   0.000000000E+000
   0.11339305827640089E-007   0.120138332E+000   0.000000000E+000
   0.11343157494021761E-007   0.120139204E+000   0.000000000E+000
   0.11347009160403432E-007   0.120140247E+000   0.000000000E+000
   0.11350860826785103E-007   0.120139666E+000   0.000000000E+000
   0.11354712493166774E-007   0.120138213E+000   0.000000000E+000
   0.11358564159548445E-007   0.120138377E+000   0.000000000E+000
   0.11362415825930117E-007   0.120140187E+000   0.000000000E+000
   0.11366267492311788E-007   0.120140702E+000   0.000000000E+000
   0.11370119158693459E-007   0.120138884E+000   0.000000000E+000
   0.11373970825075130E-007   0.120137632E+000   0.000000000E+000
   0.11377822491456802E-007   0.120139152E+000   0.000000000E+000
   0.11381674157838473E-007   0.120140977E+000   0.000000000E+000
   0.11385525824220144E-007   0.120140180E+000   0.000000000E+000
   0.11389377490601815E-007   0.120138228E+000   0.000000000E+000
   0.11393229156983486E-007   0.120138213E+000   0.000000000E+000
   0.11397080823365158E-007   0.120139830E+000   0.000000000E+000
   0.11400932489746829E-007   0.120140463E+000   0.000000000E+000
   0.11404784156128500E-007   0.120139576E+000   0.000000000E+000
   0.11408635822510171E-007   0.120138831E+000   0.000000000E+000
   0.11412487488891843E-007   0.120139025E+000   0.000000000E+000
   0.11416339155273514E-007   0.120139472E+000   0.000000000E+000
   0.11420190821655185E-007   0.120139681E+000   0.000000000E+000
   0.11424042488036856E-007   0.120139755E+000   0.000000000E+000
   0.11427894154418528E-007   0.120139495E+000   0.000000000E+000
   0.11431745820800199E-007   0.120139048E+000   0.000000000E+000
   0.11435597487181870E-007   0.120139159E+000   0.000000000E+000
   0.11439449153563541E-007   0.120139711E+000   0.000000000E+000
   0.11443300819945212E-007   0.120139688E+000   0.000000000E+000
   0.11447152486326884E-007   0.120139226E+000   0.000000000E+000
   0.11451004152708555E-007   0.120139450E+000   0.000000000E+000
   0.11454855819090226E-007   0.120139964E+000   0.000000000E+000
   0.11458707485471897E-007   0.120139413E+000   0.000000000E+000
   0.11462559151853569E-007   0.120138459E+000   0.000000000E+000
   0.11466410818235240E-007   0.120139077E+000   0.000000000E+000
   0.11470262484616911E-007   0.120140702E+000   0.000000000E+000
   0.11474114150998582E-007   0.120140679E+000   0.000000000E+000
   0.11477965817380253E-007   0.120138794E+000   0.000000000E+000
   0.11481817483761925E-007   0.120137781E+000   0.000000000E+000
   0.11485669150143596E-007   0.120139115E+000   0.000000000E+000
   0.11489520816525267E-007   0.120140933E+000   0.000000000E+000
   0.11493372482906938E-007   0.120140955E+000   0.000000000E+000
   0.11497224149288610E-007   0.120139234E+000   0.000000000E+000
   0.11501075815670281E-007   0.120137915E+000   0.000000000E+000
   0.11504927482051952E-007   0.120138638E+000   0.000000000E+000
   0.11508779148433623E-007   0.120140560E+000   0.000000000E+000
   0.11512630814815294E-007   0.120141193E+000   0.000000000E+000
   0.11516482481196966E-007   0.120139673E+000   0.000000000E+000
   0.11520334147578637E-007   0.120138161E+000   0.000000000E+000
   0.11524185813960308E-007   0.120138831E+000   0.000000000E+000
   0.11528037480341979E-007   0.120140471E+000   0.000000000E+000
   0.11531889146723651E-007   0.120140448E+000   0.000000000E+000
   0.11535740813105322E-007   0.120139137E+000   0.000000000E+000
   0.11539592479486993E-007   0.120138973E+000   0.000000000E+000
   0.11543444145868664E-007   0.120140120E+000   0.000000000E+000
   0.11547295812250336E-007   0.120140329E+000   0.000000000E+000
   0.11551147478632007E-007   0.120139159E+000   0.000000000E+000
   0.11554999145013678E-007   0.120138690E+000   0.000000000E+000
   0.11558850811395349E-007   0.120139860E+000   0.000000000E+000
   0.11562702477777020E-007   0.120140843E+000   0.000000000E+000
   0.11566554144158692E-007   0.120140180E+000   0.000000000E+000
   0.11570405810540363E-007   0.120138854E+000   0.000000000E+000
   0.11574257476922034E-007   0.120138608E+000   0.000000000E+000
   0.11578109143303705E-007   0.120139711E+000   0.000000000E+000
   0.11581960809685377E-007   0.120140903E+000   0.000000000E+000
   0.11585812476067048E-007   0.120140776E+000   0.000000000E+000
   0.11589664142448719E-007   0.120139316E+000   0.000000000E+000
   0.11593515808830390E-007   0.120138198E+000   0.000000000E+000
   0.11597367475212061E-007   0.120139048E+000   0.000000000E+000
   0.11601219141593733E-007   0.120141000E+000   0.000000000E+000
   0.11605070807975404E-007   0.120141327E+000   0.000000000E+000
   0.11608922474357075E-007   0.120139509E+000   0.000000000E+000
   0.11612774140738746E-007   0.120138146E+000   0.000000000E+000
   0.11616625807120418E-007   0.120139115E+000   0.000000000E+000
   0.11620477473502089E-007   0.120140798E+000   0.000000000E+000
   0.11624329139883760E-007   0.120140947E+000   0.000000000E+000
   0.11628180806265431E-007   0.120139711E+000   0.000000000E+000
   0.11632032472647102E-007   0.120138869E+000   0.000000000E+000
   0.11635884139028774E-007   0.120139301E+000   0.000000000E+000
   0.11639735805410445E-007   0.120140344E+000   0.000000000E+000
   0.11643587471792116E-007   0.120140679E+000   0.000000000E+000
   0.11647439138173787E-007   0.120139807E+000   0.000000000E+000
   0.11651290804555459E-007   0.120138928E+000   0.000000000E+000
   0.11655142470937130E-007   0.120139599E+000   0.000000000E+000
   0.11658994137318801E-007   0.120140933E+000   0.000000000E+000
   0.11662845803700472E-007   0.120140508E+000   0.000000000E+000
   0.11666697470082144E-007   0.120138742E+000   0.000000000E+000
   0.11670549136463815E-007   0.120138802E+000   0.000000000E+000
   0.11674400802845486E-007   0.120140940E+000   0.000000000E+000
   0.11678252469227157E-007   0.120141521E+000   0.000000000E+000
   0.11682104135608828E-007   0.120139346E+000   0.000000000E+000
   0.11685955801990500E-007   0.120138057E+000   0.000000000E+000
   0.11689807468372171E-007   0.120139867E+000   0.000000000E+000
   0.11693659134753842E-007   0.120141715E+000   0.000000000E+000
   0.11697510801135513E-007   0.120140679E+000   0.000000000E+000
   0.11701362467517185E-007   0.120138824E+000   0.000000000E+000
   0.11705214133898856E-007   0.120139040E+000   0.000000000E+000
   0.11709065800280527E-007   0.120140359E+000   0.000000000E+000
   0.11712917466662198E-007   0.120140590E+000   0.000000000E+000
   0.11716769133043869E-007   0.120140165E+000   0.000000000E+000
   0.11720620799425541E-007   0.120140091E+000   0.000000000E+000
   0.11724472465807212E-007   0.120139733E+000   0.000000000E+000
   0.11728324132188883E-007   0.120139189E+000   0.000000000E+000
   0.11732175798570554E-007   0.120139807E+000   0.000000000E+000
   0.11736027464952226E-007   0.120141208E+000   0.000000000E+000
   0.11739879131333897E-007   0.120140992E+000   0.000000000E+000
   0.11743730797715568E-007   0.120139122E+000   0.000000000E+000
   0.11747582464097239E-007   0.120138578E+000   0.000000000E+000
   0.11751434130478911E-007   0.120140247E+000   0.000000000E+000
   0.11755285796860582E-007   0.120141409E+000   0.000000000E+000
   0.11759137463242253E-007   0.120140471E+000   0.000000000E+000
   0.11762989129623924E-007   0.120139346E+000   0.000000000E+000
   0.11766840796005595E-007   0.120139569E+000   0.000000000E+000
   0.11770692462387267E-007   0.120140128E+000   0.000000000E+000
   0.11774544128768938E-007   0.120140083E+000   0.000000000E+000
   0.11778395795150609E-007   0.120140247E+000   0.000000000E+000
   0.11782247461532280E-007   0.120140657E+000   0.000000000E+000
   0.11786099127913952E-007   0.120140202E+000   0.000000000E+000
   0.11789950794295623E-007   0.120139301E+000   0.000000000E+000
   0.11793802460677294E-007   0.120139554E+000   0.000000000E+000
   0.11797654127058965E-007   0.120140620E+000   0.000000000E+000
   0.11801505793440636E-007   0.120140642E+000   0.000000000E+000
   0.11805357459822308E-007   0.120139875E+000   0.000000000E+000
   0.11809209126203979E-007   0.120139994E+000   0.000000000E+000
   0.11813060792585650E-007   0.120140605E+000   0.000000000E+000
   0.11816912458967321E-007   0.120140113E+000   0.000000000E+000
   0.11820764125348993E-007   0.120139293E+000   0.000000000E+000
   0.11824615791730664E-007   0.120139897E+000   0.000000000E+000
   0.11828467458112335E-007   0.120141044E+000   0.000000000E+000
   0.11832319124494006E-007   0.120140746E+000   0.000000000E+000
   0.11836170790875677E-007   0.120139770E+000   0.000000000E+000
   0.11840022457257349E-007   0.120139800E+000   0.000000000E+000
   0.11843874123639020E-007   0.120140038E+000   0.000000000E+000
   0.11847725790020691E-007   0.120139636E+000   0.000000000E+000
   0.11851577456402362E-007   0.120140076E+000   0.000000000E+000
   0.11855429122784034E-007   0.120141596E+000   0.000000000E+000
   0.11859280789165705E-007   0.120141342E+000   0.000000000E+000
   0.11863132455547376E-007   0.120138772E+000   0.000000000E+000
   0.11866984121929047E-007   0.120137960E+000   0.000000000E+000
   0.11870835788310719E-007   0.120140724E+000   0.000000000E+000
   0.11874687454692390E-007   0.120142765E+000   0.000000000E+000
   0.11878539121074061E-007   0.120140955E+000   0.000000000E+000
   0.11882390787455732E-007   0.120138459E+000   0.000000000E+000
   0.11886242453837403E-007   0.120138966E+000   0.000000000E+000
   0.11890094120219075E-007   0.120140821E+000   0.000000000E+000
   0.11893945786600746E-007   0.120141082E+000   0.000000000E+000
   0.11897797452982417E-007   0.120140404E+000   0.000000000E+000
   0.11901649119364088E-007   0.120140314E+000   0.000000000E+000
   0.11905500785745760E-007   0.120140113E+000   0.000000000E+000
   0.11909352452127431E-007   0.120139539E+000   0.000000000E+000
   0.11913204118509102E-007   0.120139949E+000   0.000000000E+000
   0.11917055784890773E-007   0.120141104E+000   0.000000000E+000
   0.11920907451272444E-007   0.120140880E+000   0.000000000E+000
   0.11924759117654116E-007   0.120139509E+000   0.000000000E+000
   0.11928610784035787E-007   0.120139576E+000   0.000000000E+000
   0.11932462450417458E-007   0.120141014E+000   0.000000000E+000
   0.11936314116799129E-007   0.120141111E+000   0.000000000E+000
   0.11940165783180801E-007   0.120139666E+000   0.000000000E+000
   0.11944017449562472E-007   0.120139360E+000   0.000000000E+000
   0.11947869115944143E-007   0.120140716E+000   0.000000000E+000
   0.11951720782325814E-007   0.120141298E+000   0.000000000E+000
   0.11955572448707485E-007   0.120140299E+000   0.000000000E+000
   0.11959424115089157E-007   0.120139644E+000   0.000000000E+000
   0.11963275781470828E-007   0.120140158E+000   0.000000000E+000
   0.11967127447852499E-007   0.120140657E+000   0.000000000E+000
   0.11970979114234170E-007   0.120140493E+000   0.000000000E+000
   0.11974830780615842E-007   0.120140314E+000   0.000000000E+000
   0.11978682446997513E-007   0.120140336E+000   0.000000000E+000
   0.11982534113379184E-007   0.120140262E+000   0.000000000E+000
   0.11986385779760855E-007   0.120140389E+000   0.000000000E+000
